time;Bx;By;Bz;BT
8,534032;6,64;15,16;-26,02;30,84
8,553572;7,95;14,13;-26,62;31,17
8,574791;9,21;16,43;-27,56;33,38
8,596495;8,65;18,33;-27,65;34,28
8,614697;7,34;17,11;-26,73;32,57
8,634263;7,28;14,80;-26,52;31,24
8,654966;8,91;14,24;-27,09;31,87
8,674896;9,60;16,45;-27,50;33,45
8,698766;8,31;18,40;-27,22;33,89
8,714747;7,22;17,20;-26,58;32,47
8,734719;7,86;14,60;-26,66;31,39
8,755736;9,10;14,56;-27,22;32,18
8,774922;9,06;17,37;-27,71;33,93
8,794980;7,73;18,74;-27,24;33,95
8,815455;6,68;16,75;-26,64;32,17
8,835748;7,17;14,50;-26,67;31,20
8,855600;8,48;15,38;-27,54;32,66
8,877285;8,33;17,95;-27,91;34,22
8,896999;6,70;18,44;-26,94;33,32
8,916941;5,85;16,28;-26,11;31,32
8,939209;7,02;14,60;-26,45;31,01
8,956480;8,42;15,74;-27,27;32,60
8,976456;7,82;18,05;-27,35;33,69
8,996863;6,55;17,86;-26,77;32,84
9,017616;6,60;15,48;-26,20;31,14
9,038153;7,95;14,05;-26,62;31,13
9,059117;8,85;15,87;-27,29;32,79
9,078943;8,46;18,10;-27,16;33,72
9,098925;7,34;17,15;-26,20;32,16
9,121854;7,43;14,46;-25,77;30,47
9,138929;8,93;13,94;-26,56;31,30
9,157839;9,72;16,51;-27,27;33,33
9,177952;8,48;18,10;-26,97;33,57
9,199213;7,30;16,45;-26,04;31,65
9,218302;7,62;14,09;-26,26;30,76
9,238771;8,63;13,92;-27,18;31,73
9,259498;8,85;16,47;-27,76;33,47
9,279086;7,11;17,84;-27,26;33,34
9,298979;6,23;16,08;-26,51;31,62
9,319391;6,62;13,40;-26,60;30,51
9,347441;7,60;14,22;-27,39;31,78
9,368413;7,35;17,22;-27,89;33,60
9,381138;6,32;17,88;-27,27;33,22
9,399448;5,69;15,53;-26,34;31,10
9,420055;6,19;13,90;-26,75;30,78
9,448055;7,65;15,40;-27,57;32,50
9,467347;7,17;18,05;-27,74;33,86
9,480192;5,70;18,35;-26,86;33,02
9,500467;5,70;15,93;-26,50;31,44
9,521621;7,15;14,43;-27,18;31,59
9,541507;7,94;15,98;-27,82;33,05
9,563856;7,37;18,55;-27,84;34,26
9,580747;6,53;18,10;-27,01;33,17
9,600609;6,77;15,18;-26,90;31,62
9,621363;7,99;14,13;-27,37;31,82
9,641393;9,00;16,55;-28,02;33,77
9,662823;8,01;17,97;-27,42;33,75
9,682481;6,66;16,58;-26,39;31,87
9,704032;6,70;14,56;-26,22;30,73
9,722215;8,24;14,48;-27,29;31,98
9,742161;8,67;16,40;-27,84;33,45
9,763214;7,30;17,99;-27,31;33,51
9,781892;6,27;16,49;-26,54;31,87
9,802485;6,96;13,85;-26,88;31,03
9,822987;8,20;14,47;-27,82;32,41
9,842897;8,16;17,48;-27,95;33,96
9,865449;7,09;18,27;-27,50;33,77
9,883511;6,06;15,85;-26,54;31,50
9,903532;6,74;14,16;-27,01;31,23
9,923725;7,99;15,40;-27,61;32,61
9,943930;7,73;17,82;-28,10;34,16
9,964024;6,21;17,97;-27,33;33,29
9,983806;5,42;15,63;-26,73;31,43
10,004201;6,90;14,07;-27,27;31,46
10,024754;7,99;15,50;-27,84;32,85
10,044268;7,43;18,01;-27,87;34,01
10,064351;6,19;17,88;-27,12;33,07
10,084286;6,32;15,03;-26,99;31,53
10,106050;7,62;14,07;-27,31;31,65
10,125118;8,54;16,53;-28,06;33,67
10,144427;8,09;18,44;-27,91;34,42
10,165088;6,87;16,92;-27,27;32,82
10,185398;6,92;14,46;-27,09;31,48
10,205781;8,55;14,37;-27,74;32,39
10,226206;9,02;16,41;-28,12;33,79
10,246561;7,50;17,80;-27,61;33,70
10,265859;6,47;16,11;-26,94;32,05
10,286042;7,05;13,92;-26,54;30,79
10,306282;8,37;14,61;-27,24;32,02
10,330032;7,97;17,39;-27,76;33,71
10,346139;6,75;18,29;-27,05;33,34
10,366591;5,84;16,10;-26,62;31,65
10,386612;6,47;13,96;-26,77;30,87
10,406743;7,62;15,27;-27,56;32,41
10,426543;7,49;17,86;-27,82;33,89
10,446548;6,02;17,99;-27,33;33,27
10,466906;5,37;15,23;-26,67;31,18
10,487002;6,89;13,94;-27,01;31,17
10,507531;8,03;15,70;-27,84;32,95
10,527387;7,45;17,90;-27,57;33,71
10,547122;6,23;17,58;-26,62;32,50
10,567556;6,57;15,01;-26,07;30,79
10,587573;7,95;14,15;-26,58;31,14
10,607603;8,74;15,95;-27,14;32,67
10,627873;8,16;18,10;-27,01;33,52
10,648004;7,02;16,92;-26,04;31,83
10,667881;7,19;14,20;-25,94;30,44
10,688866;8,35;13,79;-26,84;31,31
10,708499;8,76;16,32;-27,59;33,23
10,728739;7,45;17,84;-27,05;33,25
10,748420;6,25;16,00;-26,17;31,30
10,768757;6,49;13,96;-26,21;30,39
10,789006;7,73;14,35;-27,05;31,58
10,809458;7,60;16,71;-27,44;33,02
10,829972;5,95;17,88;-26,41;32,44
10,849912;5,25;16,11;-25,87;30,93
10,869818;6,32;13,81;-26,43;30,48
10,889536;7,64;14,75;-27,46;32,09
10,910835;7,37;17,60;-27,69;33,62
10,930435;6,45;17,82;-27,20;33,15
10,949926;6,00;15,29;-26,60;31,26
10,970589;7,04;13,96;-27,16;31,34
10,990772;8,80;15,14;-28,31;33,28
11,011156;8,67;17,30;-28,23;34,22
11,032768;7,05;17,01;-27,11;32,77
11,050982;6,75;14,90;-26,60;31,23
11,071430;8,59;13,79;-27,14;31,63
11,092708;9,51;15,50;-27,63;33,08
11,115602;8,54;17,99;-27,33;33,81
11,131750;7,65;17,20;-26,62;32,60
11,152089;7,60;14,41;-26,47;31,08
11,172240;8,65;13,98;-26,90;31,52
11,192810;9,38;16,68;-27,67;33,64
11,212926;8,52;17,88;-27,37;33,78
11,232837;7,00;16,04;-26,50;31,76
11,253094;6,85;13,73;-26,79;30,87
11,273038;8,57;13,83;-27,57;32,02
11,293299;8,37;16,17;-27,91;33,33
11,313385;6,83;17,56;-27,11;33,01
11,333668;5,82;15,80;-26,54;31,43
11,354010;6,51;13,49;-26,69;30,61
11,374206;7,69;14,30;-27,61;32,03
11,393751;7,28;17,43;-27,84;33,64
11,419688;6,32;18,10;-27,11;33,20
11,439399;5,59;15,63;-26,37;31,16
11,454726;6,77;13,81;-26,65;30,77
11,474246;8,03;15,48;-27,44;32,51
11,494324;7,80;18,03;-27,71;33,96
11,515181;6,49;17,71;-26,84;32,81
11,537688;6,10;15,31;-26,13;30,89
11,558111;7,88;13,94;-26,75;31,18
11,575520;8,82;15,80;-27,27;32,73
11,595208;7,77;17,97;-27,26;33,56
11,616664;6,72;17,46;-26,39;32,35
11,638956;7,05;14,88;-26,26;31,00
11,660644;8,40;14,05;-26,67;31,30
11,675782;8,99;16,64;-27,33;33,23
11,696198;7,82;18,57;-27,07;33,75
11,716895;6,51;17,18;-26,21;32,01
11,736616;6,77;14,63;-26,00;30,59
11,756731;8,25;14,95;-27,12;32,05
11,777091;8,20;17,56;-27,89;33,96
11,796590;6,79;18,65;-27,24;33,70
11,816532;5,65;16,68;-26,41;31,74
11,837072;6,32;14,37;-26,45;30,76
11,857764;7,67;15,08;-27,26;32,08
11,878139;7,17;17,58;-27,54;33,45
11,898944;5,76;18,20;-26,92;33,00
11,918126;5,14;15,91;-26,07;30,97
11,937791;6,36;13,83;-26,22;30,32
11,957933;7,45;15,14;-27,22;32,02
11,980367;7,32;17,73;-27,65;33,65
11,997659;6,29;17,75;-26,96;32,88
12,018040;6,17;14,91;-26,32;30,87
12,037908;7,79;13,70;-27,24;31,46
12,059541;9,27;15,65;-28,14;33,50
12,078984;8,85;17,69;-28,08;34,35
12,098480;7,45;17,28;-27,31;33,16
12,119340;7,47;14,88;-26,88;31,62
12,139358;8,84;14,31;-27,54;32,27
12,159458;9,42;16,51;-28,02;33,86
12,179795;8,37;18,53;-27,82;34,46
12,202042;7,35;17,39;-26,94;32,89
12,220599;7,28;14,56;-26,92;31,46
12,239776;8,39;14,35;-27,48;32,12
12,259937;8,80;16,75;-27,97;33,77
12,285160;7,94;18,01;-27,59;33,89
12,300137;6,92;16,21;-26,37;31,72
12,320347;7,32;14,01;-26,54;30,89
12,340365;8,78;14,58;-27,27;32,15
12,360662;8,76;16,94;-27,52;33,48
12,382157;7,32;18,10;-26,69;33,07
12,401348;6,45;16,40;-26,02;31,42
12,423828;7,60;14,13;-26,37;30,87
12,444477;8,48;14,99;-26,96;31,99
12,461067;8,01;17,82;-27,27;33,55
12,481503;6,66;18,03;-26,73;32,92
12,503857;6,21;15,50;-26,07;30,96
12,524804;7,20;14,11;-26,52;30,89
12,545673;8,50;15,74;-27,40;32,73
12,561885;8,48;17,88;-27,39;33,79
12,581926;6,98;17,46;-26,47;32,47
12,602282;6,85;15,14;-26,02;30,87
12,624336;8,35;14,16;-26,54;31,22
12,645385;9,34;16,08;-27,01;32,79
12,662814;8,25;18,25;-26,73;33,40
12,683459;7,04;17,52;-26,19;32,28
12,704523;7,20;15,01;-25,92;30,81
12,723534;8,22;14,52;-26,58;31,38
12,743754;8,40;17,18;-27,48;33,48
