time;Bx;By;Bz;BT
2,771310;-22,85;-60,78;30,51;71,75
2,790745;-22,87;-60,84;30,50;71,79
2,810492;-22,70;-60,80;30,36;71,65
2,831350;-22,72;-60,69;30,25;71,51
2,851833;-22,96;-60,57;30,31;71,52
2,872608;-22,83;-60,48;30,40;71,44
2,892739;-22,72;-60,52;30,38;71,43
2,912043;-22,48;-60,22;30,27;71,05
2,931767;-22,89;-60,05;30,35;71,07
2,952955;-22,74;-60,03;30,46;71,05
2,972089;-22,78;-60,16;30,55;71,21
2,992610;-22,78;-60,35;30,65;71,41
3,012878;-22,70;-60,52;30,78;71,59
3,032917;-22,76;-60,54;30,76;71,61
3,053685;-22,98;-60,67;30,93;71,87
3,073688;-23,08;-60,85;30,93;72,06
3,093522;-22,93;-61,10;30,91;72,21
3,112772;-22,98;-61,04;30,61;72,05
3,133186;-22,95;-60,91;30,38;71,83
3,153559;-22,95;-60,91;30,48;71,87
3,173913;-22,87;-60,63;30,55;71,64
3,194224;-22,87;-60,59;30,29;71,50
3,214171;-22,96;-60,63;30,25;71,54
3,234526;-23,00;-60,72;30,40;71,70
3,254437;-23,04;-60,55;30,25;71,50
3,275141;-22,74;-60,50;30,35;71,40
3,295926;-22,65;-60,50;30,35;71,37
3,316480;-22,74;-60,50;30,25;71,36
3,334509;-22,65;-60,57;30,25;71,39
3,354880;-22,68;-60,61;30,29;71,45
3,376452;-22,44;-60,33;30,27;71,13
3,396619;-22,42;-60,12;30,42;71,01
3,417130;-22,42;-60,22;30,61;71,17
3,435671;-22,72;-60,22;30,83;71,36
3,456531;-22,89;-60,10;30,89;71,35
3,478000;-22,80;-60,10;30,66;71,22
3,497048;-23,15;-60,29;30,53;71,44
3,516561;-23,21;-60,42;30,85;71,70
3,536226;-23,47;-60,50;30,89;71,87
3,556106;-23,34;-60,59;30,70;71,82
3,577192;-23,21;-60,67;30,66;71,83
3,596899;-23,25;-60,48;30,29;71,52
3,617099;-23,15;-60,61;30,25;71,59
3,638472;-23,40;-60,40;30,33;71,52
3,658686;-23,17;-60,14;30,20;71,17
3,678475;-22,87;-60,09;29,82;70,87
3,697671;-22,80;-60,29;29,71;70,97
3,717690;-22,83;-60,20;29,63;70,87
3,739420;-22,81;-60,01;29,56;70,68
3,761711;-22,81;-60,18;29,73;70,89
3,778545;-22,72;-60,31;29,73;70,97
3,797886;-22,42;-60,40;29,76;70,97
3,818162;-22,51;-60,40;30,12;71,15
3,838487;-22,81;-60,29;30,08;71,14
3,858862;-22,80;-60,31;30,10;71,16
3,878717;-22,76;-60,35;30,05;71,15
3,899209;-22,76;-60,61;29,88;71,30
3,919594;-22,83;-60,65;30,14;71,47
3,939716;-22,81;-60,59;30,16;71,42
3,959845;-22,81;-60,59;30,03;71,37
3,979864;-22,55;-60,67;29,93;71,31
4,000055;-22,53;-60,82;30,27;71,57
4,020533;-22,42;-60,80;30,25;71,51
4,047015;-22,48;-60,87;30,50;71,70
4,062081;-22,72;-60,63;30,59;71,61
4,080386;-22,66;-60,74;30,40;71,61
4,100382;-22,87;-60,72;30,35;71,63
4,121375;-22,93;-60,80;30,55;71,80
4,140473;-23,17;-60,87;30,48;71,91
4,163538;-23,04;-60,78;30,35;71,73
4,182375;-23,10;-60,65;30,35;71,64
4,201601;-23,19;-60,52;30,18;71,49
4,220966;-23,00;-60,39;30,27;71,36
4,241192;-22,93;-60,24;30,29;71,21
4,262641;-22,68;-60,29;30,31;71,19
4,281966;-22,95;-60,14;30,08;71,05
4,301835;-22,81;-60,31;30,08;71,15
4,321705;-22,81;-60,31;30,08;71,15
4,341893;-23,02;-60,31;30,05;71,20
4,362919;-23,02;-60,35;29,91;71,18
4,382276;-23,10;-60,59;29,80;71,36
4,403206;-23,10;-60,50;29,67;71,23
4,422348;-23,13;-60,37;29,84;71,20
4,442129;-23,00;-60,46;30,01;71,31
4,463019;-22,96;-60,46;30,14;71,35
4,485271;-23,00;-60,59;30,27;71,53
4,503768;-22,72;-60,61;30,23;71,44
4,524895;-22,50;-60,61;30,40;71,44
4,543097;-22,48;-60,59;30,65;71,52
4,563080;-22,48;-60,85;30,74;71,79
4,583063;-22,57;-60,82;30,61;71,73
4,603684;-22,57;-60,87;30,53;71,74
4,623649;-22,53;-60,63;30,16;71,37
4,643695;-22,55;-60,57;29,78;71,17
4,664000;-22,66;-60,46;29,82;71,12
4,684815;-22,74;-60,31;29,80;71,01
4,705247;-22,59;-60,27;29,52;70,81
4,725201;-22,81;-60,24;29,43;70,81
4,744781;-22,81;-60,44;29,56;71,04
4,764863;-22,76;-60,46;29,67;71,09
4,785161;-23,08;-60,52;29,86;71,32
4,805837;-23,17;-60,55;29,82;71,36
4,825995;-23,13;-60,69;29,69;71,41
4,847176;-23,13;-60,95;29,65;71,62
4,866569;-23,32;-60,93;29,76;71,71
4,885489;-23,11;-60,78;29,88;71,56
4,906045;-23,00;-60,63;29,76;71,35
4,925954;-23,04;-60,57;29,84;71,35
4,946077;-22,96;-60,72;29,73;71,40
4,966227;-22,85;-60,70;30,14;71,52
4,986591;-22,93;-60,84;30,40;71,77
5,007095;-22,98;-60,72;30,46;71,72
5,032602;-22,81;-60,55;30,55;71,56
5,047317;-22,91;-60,85;30,64;71,88
5,067163;-22,93;-60,87;30,68;71,92
5,087328;-23,08;-60,95;30,57;71,98
5,107204;-22,83;-60,89;30,78;71,95
5,133336;-22,83;-60,76;30,68;71,80
5,148786;-22,72;-60,74;30,61;71,71
5,167718;-22,59;-60,80;30,70;71,76
5,187807;-22,76;-60,74;30,55;71,70
5,208227;-22,53;-60,48;30,40;71,34
5,231648;-22,59;-60,65;30,42;71,51
5,248524;-22,31;-60,67;30,59;71,51
5,268501;-22,35;-60,63;30,42;71,42
5,288709;-22,50;-61,00;30,40;71,78
5,308871;-22,59;-60,87;30,27;71,64
5,329111;-22,68;-60,95;30,01;71,62
5,350048;-22,57;-61,38;30,21;72,04
5,370752;-22,68;-61,23;30,20;71,94
5,389944;-22,80;-61,15;30,18;71,90
5,409498;-22,70;-60,76;30,08;71,50
5,429973;-22,83;-60,89;30,08;71,65
5,449713;-22,89;-60,50;29,99;71,30
5,472637;-22,78;-60,44;30,01;71,22
5,490905;-22,93;-60,46;30,20;71,36
5,510306;-23,04;-60,44;29,91;71,27
5,529923;-23,00;-60,61;29,97;71,42
5,550925;-22,95;-60,40;29,93;71,21
5,571036;-23,13;-60,67;29,93;71,49
5,590912;-23,13;-60,50;29,99;71,38
5,610915;-22,83;-60,61;30,16;71,45
5,631524;-22,81;-60,80;30,05;71,55
5,651085;-22,61;-60,63;30,10;71,37
5,671595;-22,35;-60,53;30,05;71,18
5,692291;-22,25;-60,63;29,95;71,19
5,711484;-22,36;-60,80;29,93;71,36
5,731475;-22,20;-60,69;29,82;71,17
5,751411;-22,35;-60,61;29,88;71,17
5,771639;-22,46;-60,63;29,63;71,12
5,792290;-22,40;-60,52;29,97;71,15
5,812446;-22,36;-60,54;29,90;71,12
5,836000;-22,53;-60,50;29,99;71,18
5,852772;-22,66;-60,40;30,12;71,20
5,872429;-22,42;-60,52;30,36;71,32
5,893607;-22,35;-60,70;30,46;71,50
5,913684;-22,14;-60,91;30,40;71,59
5,933941;-22,03;-60,93;30,55;71,63
5,954077;-22,05;-60,82;30,35;71,45
5,973647;-22,36;-60,82;30,35;71,55
5,994113;-22,36;-60,89;30,31;71,60
6,015631;-22,42;-60,99;30,35;71,71
6,034588;-22,44;-60,69;30,29;71,44
