time;Bx;By;Bz;BT
2,903736;7,11;15,65;-27,11;32,09
2,924508;7,13;15,66;-27,26;32,23
2,944925;7,17;15,70;-27,39;32,37
2,964735;7,37;15,59;-27,44;32,41
2,986531;7,28;15,68;-27,71;32,66
3,005463;7,24;15,61;-27,67;32,58
3,026242;6,98;15,83;-27,54;32,52
3,047426;6,87;15,68;-27,65;32,52
3,067834;6,79;15,65;-27,95;32,74
3,086585;7,00;15,76;-27,71;32,63
3,106563;7,00;15,85;-27,63;32,61
3,126457;6,79;15,87;-27,48;32,45
3,148273;6,81;15,80;-27,27;32,25
3,165727;6,83;15,81;-27,42;32,39
3,186529;6,94;15,66;-27,54;32,43
3,206199;7,13;16,04;-27,37;32,51
3,226768;7,02;15,83;-27,39;32,40
3,246090;6,81;15,72;-27,37;32,29
3,266819;6,77;15,66;-27,14;32,06
3,286682;6,94;15,70;-27,27;32,23
3,306824;6,89;15,48;-27,39;32,20
3,327181;6,87;15,76;-27,31;32,27
3,347691;7,00;15,80;-27,27;32,29
3,367179;6,96;15,48;-27,33;32,17
3,387446;6,96;15,61;-27,03;31,98
3,407889;7,07;15,59;-27,18;32,12
3,428311;7,04;15,61;-27,46;32,36
3,449229;6,77;15,80;-27,42;32,36
3,468096;7,02;16,08;-27,24;32,40
3,488070;7,02;15,81;-27,24;32,27
3,508826;7,11;15,95;-27,24;32,35
3,528521;7,02;16,13;-27,31;32,49
3,548624;6,85;16,43;-27,56;32,81
3,570218;6,81;16,40;-27,65;32,86
3,589421;6,81;16,49;-27,39;32,69
3,610382;7,02;16,28;-27,35;32,59
3,629878;6,89;16,23;-27,39;32,57
3,649226;6,90;16,11;-27,37;32,50
3,669515;6,60;16,06;-27,42;32,46
3,690561;6,68;15,98;-27,41;32,42
3,709610;6,74;15,93;-27,35;32,36
3,729177;6,87;16,02;-27,09;32,21
3,749591;6,96;15,72;-27,14;32,13
3,771307;6,89;15,70;-27,18;32,14
3,791699;6,81;15,78;-27,37;32,32
3,810003;6,83;15,89;-27,31;32,33
3,830148;6,92;16,02;-27,35;32,44
3,850906;6,94;15,83;-27,46;32,45
