time;Bx;By;Bz;BT
4,038342;25,92;1,81;-15,29;30,15
4,057578;25,92;1,49;-15,29;30,13
4,077608;26,12;1,66;-15,05;30,19
4,098316;26,03;1,81;-14,99;30,09
4,118274;25,88;1,64;-15,10;30,01
4,138587;25,90;1,79;-15,09;30,03
4,157758;25,84;1,88;-15,03;29,95
4,178052;25,95;1,60;-15,07;30,05
4,198151;26,12;1,56;-14,90;30,11
4,218970;26,20;1,64;-14,79;30,13
4,238693;26,18;1,53;-15,07;30,24
4,259079;26,39;1,55;-15,18;30,48
4,279859;26,39;1,42;-15,05;30,41
4,299943;26,50;1,53;-15,12;30,55
4,322527;26,74;1,73;-15,24;30,83
4,340359;26,70;2,00;-15,05;30,72
4,360260;26,50;2,13;-14,95;30,50
4,380161;26,50;2,03;-15,22;30,62
4,401077;26,40;1,94;-15,18;30,52
4,421468;26,33;1,51;-15,07;30,37
4,445991;26,37;1,86;-15,03;30,41
4,464494;26,52;1,66;-14,99;30,51
4,480448;26,44;1,32;-14,92;30,39
4,500491;26,55;1,25;-15,07;30,56
4,524735;26,33;1,06;-15,11;30,37
4,542381;26,25;1,30;-15,05;30,29
4,561107;26,37;1,36;-15,03;30,38
4,581711;26,59;1,58;-14,90;30,52
4,602003;26,57;1,30;-14,96;30,52
4,622886;26,44;1,36;-14,96;30,41
4,646024;26,46;1,47;-14,88;30,39
4,662915;26,40;1,43;-14,88;30,34
4,681793;26,69;1,60;-14,77;30,54
4,702076;26,72;1,51;-14,73;30,55
4,722664;26,87;1,32;-14,66;30,64
4,743104;26,70;1,36;-14,84;30,58
4,762590;26,65;1,58;-14,94;30,59
4,783096;26,76;1,70;-15,11;30,78
4,802817;26,70;1,81;-15,27;30,82
4,822737;26,78;1,70;-15,22;30,85
4,842779;26,59;1,58;-15,52;30,83
4,863390;26,52;1,58;-15,37;30,69
4,883836;26,24;1,77;-15,09;30,32
4,903563;26,16;1,88;-14,97;30,20
4,924120;26,24;1,77;-14,77;30,16
4,944935;26,05;1,75;-14,60;29,91
4,964955;26,18;1,58;-14,67;30,05
4,984385;25,90;1,92;-14,56;29,77
5,004587;26,22;2,07;-14,32;29,94
5,024074;26,24;2,18;-14,49;30,05
5,044216;26,40;2,37;-14,97;30,45
5,063755;26,39;2,45;-15,12;30,51
5,084206;26,40;2,37;-15,24;30,58
5,104058;26,54;2,15;-15,29;30,70
5,123969;26,54;2,09;-15,09;30,60
5,144146;26,80;1,77;-15,05;30,79
5,164305;26,55;1,62;-15,03;30,56
