time;Bx;By;Bz;BT
6,881406;21,08;11,16;-20,02;31,14
6,901701;21,36;11,31;-20,00;31,37
6,921634;21,47;11,35;-19,98;31,45
6,941693;21,44;11,37;-19,87;31,36
6,962010;21,32;11,52;-19,85;31,33
6,983257;21,34;11,63;-19,64;31,25
7,002870;21,32;11,58;-19,89;31,37
7,022702;21,34;11,73;-19,94;31,48
7,042546;21,36;11,82;-19,89;31,49
7,062327;21,19;11,65;-19,92;31,33
7,082563;21,27;11,52;-19,79;31,25
7,103082;21,27;11,61;-19,75;31,26
7,123651;21,44;11,65;-19,94;31,51
7,146700;21,40;11,91;-20,07;31,67
7,163231;21,49;11,91;-19,94;31,65
7,183595;21,36;11,69;-19,81;31,39
7,203303;21,23;11,61;-20,04;31,42
7,225698;21,27;11,52;-20,09;31,44
7,246006;21,23;11,69;-20,22;31,57
7,264245;21,30;11,75;-20,34;31,71
7,284088;21,25;11,75;-20,17;31,56
7,304099;21,29;11,56;-20,07;31,46
7,324621;21,15;11,50;-20,02;31,31
7,345845;21,36;11,48;-20,00;31,43
7,368129;21,49;11,61;-19,72;31,39
7,384328;21,62;11,58;-19,79;31,52
7,404293;21,75;11,35;-19,62;31,42
7,424692;21,51;11,16;-19,55;31,14
7,444336;21,34;11,03;-19,77;31,12
7,464475;21,30;11,13;-19,87;31,18
7,485028;21,44;11,22;-20,15;31,49
7,504877;21,44;11,41;-20,28;31,64
7,526316;21,36;11,30;-20,32;31,57
7,546398;20,99;11,67;-20,39;31,50
7,566655;21,00;11,78;-20,45;31,59
7,586001;21,08;11,54;-20,20;31,40
7,605862;21,02;11,61;-20,02;31,27
7,625910;21,17;11,46;-20,09;31,36
7,646240;21,00;11,22;-20,05;31,13
7,667191;21,00;11,09;-20,22;31,20
7,687870;20,93;11,00;-20,43;31,25
7,707236;21,04;10,66;-20,13;31,01
7,727367;20,76;10,73;-20,20;30,89
7,746829;20,72;10,94;-20,58;31,19
7,769497;20,82;11,00;-20,58;31,27
7,787338;20,78;11,00;-20,65;31,29
7,807569;20,91;11,39;-20,84;31,64
7,827473;20,67;11,67;-20,92;31,64
7,848489;20,85;11,75;-20,67;31,63
7,868350;20,99;12,01;-20,77;31,87
